company,source_row_index,title,location,publish_date,post_url,business_line,filter_keep,filter_reasons,source_schema
拼多多,1,用户体验产品经理,上海,2026-06-09,https://careers.pddglobalhr.com/jobs/detail?code=PR023686,产品类,True,,pdd_tampermonkey
拼多多,2,电商产品经理（会员营销方向）,上海,2026-06-08,https://careers.pddglobalhr.com/jobs/detail?code=PR020775,产品类,True,,pdd_tampermonkey
拼多多,3,物流代收点产品经理,上海,2026-06-07,https://careers.pddglobalhr.com/jobs/detail?code=PR024115,产品类,True,,pdd_tampermonkey
拼多多,4,平台服务B端产品经理,上海,2026-06-05,https://careers.pddglobalhr.com/jobs/detail?code=PR023594,产品类,True,,pdd_tampermonkey
拼多多,5,客服产品经理,上海,2026-06-03,https://careers.pddglobalhr.com/jobs/detail?code=PR020283,产品类,True,,pdd_tampermonkey
拼多多,6,智能客服产品经理,上海,2026-06-03,https://careers.pddglobalhr.com/jobs/detail?code=PR021574,产品类,True,,pdd_tampermonkey
拼多多,7,C端电商AI产品经理,上海,2026-05-28,https://careers.pddglobalhr.com/jobs/detail?code=PR022017,产品类,True,,pdd_tampermonkey
拼多多,8,策略中台高级产品经理,上海,2026-05-27,https://careers.pddglobalhr.com/jobs/detail?code=PR016472,产品类,True,,pdd_tampermonkey
拼多多,9,电商售后资深产品经理/产品leader,上海,2026-05-27,https://careers.pddglobalhr.com/jobs/detail?code=PR016668,产品类,False,要求5年以上工作经验,pdd_tampermonkey
拼多多,10,视频会议产品经理,上海,2024-10-08,https://careers.pddglobalhr.com/jobs/detail?code=PR018599,产品类,False,发布日期早于2026-03-09,pdd_tampermonkey
